"","Type","SumCounts","Floss"
"ENSACAT00000030359.1","mRNA",8,0.49781021
"ENSACAT00000012837.3","mRNA",193,0.180794935
"ENSACAT00000012884.3","mRNA",178,0.15095434
"ENSACAT00000022720.2","mRNA",17,0.46005994
"ENSACAT00000012973.3","mRNA",749,0.080910825
"ENSACAT00000013073.3","mRNA",129,0.10850362
"ENSACAT00000013140.3","mRNA",95,0.24015229
"ENSACAT00000013243.3","mRNA",282,0.06117794
"ENSACAT00000026446.1","mRNA",96,0.22571331
"ENSACAT00000013269.3","mRNA",543,0.1205366
"ENSACAT00000013324.3","mRNA",31,0.18884014
"ENSACAT00000027420.1","mRNA",193,0.129762735
"ENSACAT00000024011.1","mRNA",1379,0.04476367
"ENSACAT00000012252.3","mRNA",186,0.11352824
"ENSACAT00000012276.1","mRNA",0,0.50000021
"ENSACAT00000012363.3","mRNA",31,0.21288966
"ENSACAT00000025224.1","mRNA",0,0.50000021
"ENSACAT00000012364.2","mRNA",1,0.76185121
"ENSACAT00000012671.2","mRNA",248,0.03196325
"ENSACAT00000012689.2","mRNA",3,0.87281021
"ENSACAT00000012917.3","mRNA",433,0.218940575
"ENSACAT00000012982.2","mRNA",4,0.47439481
"ENSACAT00000013558.2","mRNA",6,0.24028671
"ENSACAT00000013620.3","mRNA",104,0.12266976
"ENSACAT00000013568.1","mRNA",0,0.50000021
"ENSACAT00000027141.1","mRNA",0,0.50000021
"ENSACAT00000010736.2","mRNA",0,0.50000021
"ENSACAT00000013630.1","mRNA",105,0.24147459
"ENSACAT00000027164.1","mRNA",0,0.50000021
"ENSACAT00000013781.3","mRNA",140,0.09180421
"ENSACAT00000013606.3","mRNA",375,0.14687409
"ENSACAT00000029587.1","mRNA",6,0.32779741
"ENSACAT00000001662.3","mRNA",98,0.09510804
"ENSACAT00000001602.3","mRNA",20,0.21194001
"ENSACAT00000030776.1","mRNA",66117,0.14619258
"ENSACAT00000001967.3","mRNA",61,0.10767781
"ENSACAT00000030523.1","mRNA",1947,0.08810745
"ENSACAT00000001836.3","mRNA",3208,0.092191095
"ENSACAT00000001785.3","mRNA",930,0.1565797
"ENSACAT00000001747.3","mRNA",158,0.13788886
"ENSACAT00000022137.2","mRNA",68,0.15308651
"ENSACAT00000012188.3","mRNA",113,0.12791937
"ENSACAT00000012104.2","mRNA",18,0.24043861
"ENSACAT00000028380.2","mRNA",11,0.26628066
"ENSACAT00000030340.1","mRNA",0,0.50000021
"ENSACAT00000012098.2","mRNA",349,0.08859799
"ENSACAT00000000320.2","mRNA",235,0.08322585
"ENSACAT00000023674.1","mRNA",0,0.50000021
"ENSACAT00000005724.3","mRNA",197,0.09122531
"ENSACAT00000022377.1","mRNA",2,0.81173521
"ENSACAT00000024052.2","mRNA",575,0.0834129
"ENSACAT00000005758.3","mRNA",2,0.81173521
"ENSACAT00000030617.1","mRNA",2167,0.09579664
"ENSACAT00000005587.2","mRNA",17,0.18699956
"ENSACAT00000025436.1","mRNA",990,0.11016334
"ENSACAT00000005579.3","mRNA",0,0.50000021
"ENSACAT00000002857.2","mRNA",0,0.50000021
"ENSACAT00000005517.2","mRNA",5,0.37362021
"ENSACAT00000005507.2","mRNA",15,0.39498236
"ENSACAT00000005500.3","mRNA",320,0.17851499
"ENSACAT00000005470.3","mRNA",14,0.33138971
"ENSACAT00000005457.2","mRNA",0,0.50000021
"ENSACAT00000005456.3","mRNA",1,0.90080881
"ENSACAT00000011372.3","mRNA",4,0.66265981
"ENSACAT00000022223.2","mRNA",7,0.40671691
"ENSACAT00000022833.1","mRNA",0,0.50000021
"ENSACAT00000011516.2","mRNA",334,0.149631
"ENSACAT00000011311.3","mRNA",43,0.16437231
"ENSACAT00000010509.3","mRNA",13,0.28177566
"ENSACAT00000012078.3","mRNA",37,0.20958281
"ENSACAT00000029192.1","mRNA",48,0.17143834
"ENSACAT00000011848.3","mRNA",1687,0.100335035
"ENSACAT00000011654.3","mRNA",318,0.08783799
"ENSACAT00000011636.3","mRNA",63,0.14106131
"ENSACAT00000011457.3","mRNA",316,0.18419763
"ENSACAT00000011380.2","mRNA",51,0.20773211
"ENSACAT00000011362.2","mRNA",39,0.22199166
"ENSACAT00000011371.2","mRNA",53,0.25428674
"ENSACAT00000010979.3","mRNA",29,0.26555551
"ENSACAT00000010764.2","mRNA",46,0.10639996
"ENSACAT00000010756.2","mRNA",1,0.81173521
"ENSACAT00000023610.1","mRNA",11,0.18348666
"ENSACAT00000010698.2","mRNA",158,0.15848199
"ENSACAT00000010633.2","mRNA",260,0.13855579
"ENSACAT00000010601.3","mRNA",66,0.12099164
"ENSACAT00000010452.3","mRNA",4,0.66113141
"ENSACAT00000010434.3","mRNA",63,0.11311666
"ENSACAT00000029858.1","mRNA",37,0.28275286
"ENSACAT00000010395.3","mRNA",190,0.22752413
"ENSACAT00000028384.2","mRNA",4,0.19639621
"ENSACAT00000007167.3","mRNA",3,0.76528209
"ENSACAT00000007218.3","mRNA",27,0.25730719
"ENSACAT00000007074.3","mRNA",439,0.0910229
"ENSACAT00000007189.3","mRNA",243,0.083886045
"ENSACAT00000007219.2","mRNA",1,0.70081021
"ENSACAT00000001141.3","mRNA",69,0.15709591
"ENSACAT00000016926.3","mRNA",77,0.09310066
"ENSACAT00000030228.1","mRNA",0,0.50000021
"ENSACAT00000016971.3","mRNA",210,0.08494091
"ENSACAT00000030893.1","mRNA",1684,0.104587985
"ENSACAT00000001358.3","mRNA",12,0.25631576
"ENSACAT00000001471.3","mRNA",313,0.08820037
"ENSACAT00000022840.2","mRNA",178,0.24318039
"ENSACAT00000001526.3","mRNA",7,0.30353871
"ENSACAT00000001674.3","mRNA",191,0.13080001
"ENSACAT00000001679.3","mRNA",0,0.50000021
"ENSACAT00000001701.2","mRNA",19,0.43765211
"ENSACAT00000001729.2","mRNA",0,0.50000021
"ENSACAT00000003841.3","mRNA",294,0.12197466
"ENSACAT00000003434.2","mRNA",482,0.05655352
"ENSACAT00000003211.3","mRNA",152,0.03521401
"ENSACAT00000002772.3","mRNA",103,0.11355751
"ENSACAT00000003866.2","mRNA",62,0.28524201
"ENSACAT00000022327.2","mRNA",20,0.17439621
"ENSACAT00000026413.2","mRNA",269,0.184847175
"ENSACAT00000009131.3","mRNA",265,0.18560507
"ENSACAT00000003750.3","mRNA",530,0.08882512
"ENSACAT00000003650.2","mRNA",1434,0.147811285
"ENSACAT00000003647.3","mRNA",409,0.10717103
"ENSACAT00000003413.3","mRNA",512,0.095599085
"ENSACAT00000003379.2","mRNA",81,0.23126299
"ENSACAT00000003310.2","mRNA",1076,0.114803645
"ENSACAT00000002960.2","mRNA",314,0.09145324
"ENSACAT00000021239.3","mRNA",55,0.10739466
"ENSACAT00000002875.3","mRNA",502,0.07447707
"ENSACAT00000002646.3","mRNA",68,0.31173516
"ENSACAT00000006301.3","mRNA",9,0.25220631
"ENSACAT00000024930.2","mRNA",82,0.13532684
"ENSACAT00000026863.1","mRNA",5,0.40161881
"ENSACAT00000029410.1","mRNA",0,0.50000021
"ENSACAT00000026406.1","mRNA",4,0.43454521
"ENSACAT00000017390.2","mRNA",11,0.76528214
"ENSACAT00000006372.2","mRNA",0,0.50000021
"ENSACAT00000006396.2","mRNA",96,0.11402271
"ENSACAT00000028813.2","mRNA",0,0.50000021
"ENSACAT00000006447.3","mRNA",0,0.50000021
"ENSACAT00000006459.3","mRNA",8,0.35513359
"ENSACAT00000006472.2","mRNA",5,0.67281021
"ENSACAT00000006477.3","mRNA",0,0.50000021
"ENSACAT00000030085.1","mRNA",72,0.22286611
"ENSACAT00000006565.3","mRNA",63,0.08569551
"ENSACAT00000006542.2","mRNA",82,0.19557181
"ENSACAT00000006629.3","mRNA",5,0.40161881
"ENSACAT00000006453.3","mRNA",5,0.60161881
"ENSACAT00000006481.2","mRNA",7,0.34504731
"ENSACAT00000006484.2","mRNA",615,0.21376599
"ENSACAT00000006533.3","mRNA",73,0.11613126
"ENSACAT00000006591.3","mRNA",46,0.22258159
"ENSACAT00000006611.2","mRNA",0,0.50000021
"ENSACAT00000030549.1","mRNA",0,0.50000021
"ENSACAT00000025643.2","mRNA",0,0.50000021
"ENSACAT00000006623.3","mRNA",14,0.24837541
"ENSACAT00000029611.1","mRNA",3,0.68454521
"ENSACAT00000030669.1","mRNA",40,0.21605859
"ENSACAT00000006645.3","mRNA",38,0.20290069
"ENSACAT00000006675.3","mRNA",459,0.042193135
"ENSACAT00000006921.3","mRNA",6,0.30776181
"ENSACAT00000002492.3","mRNA",4,0.46266121
"ENSACAT00000002551.3","mRNA",876,0.223702705
"ENSACAT00000002786.3","mRNA",448,0.036121015
"ENSACAT00000002879.3","mRNA",160,0.13067881
"ENSACAT00000002902.3","mRNA",119,0.11158907
"ENSACAT00000002984.3","mRNA",64,0.22661881
"ENSACAT00000003030.3","mRNA",11,0.60008316
"ENSACAT00000015130.3","mRNA",6,0.32779791
"ENSACAT00000015605.2","mRNA",0,0.50000021
"ENSACAT00000027308.1","mRNA",8,0.22439481
"ENSACAT00000015299.3","mRNA",4,0.76185121
"ENSACAT00000029118.1","mRNA",1,0.87281021
"ENSACAT00000006288.2","mRNA",0,0.50000021
"ENSACAT00000015503.3","mRNA",2,0.57358621
"ENSACAT00000024574.1","mRNA",0,0.50000021
"ENSACAT00000027358.1","mRNA",0,0.50000021
"ENSACAT00000029652.1","mRNA",0,0.50000021
"ENSACAT00000004301.2","mRNA",0,0.50000021
"ENSACAT00000023474.2","mRNA",1,0.76185121
"ENSACAT00000022806.1","mRNA",2,0.76185121
"ENSACAT00000004216.2","mRNA",0,0.50000021
"ENSACAT00000006911.3","mRNA",2240,0.07920804
"ENSACAT00000006979.3","mRNA",0,0.50000021
"ENSACAT00000007038.1","mRNA",12,0.50202066
"ENSACAT00000007055.3","mRNA",0,0.50000021
"ENSACAT00000007056.2","mRNA",136,0.12076364
"ENSACAT00000007150.3","mRNA",1009,0.10794944
"ENSACAT00000029651.1","mRNA",125,0.09042881
"ENSACAT00000006760.3","mRNA",125,0.09042881
"ENSACAT00000006603.3","mRNA",153,0.16112044
"ENSACAT00000000538.2","mRNA",9,0.35155021
"ENSACAT00000006886.3","mRNA",1935,0.08897989
"ENSACAT00000006795.3","mRNA",48,0.21605879
"ENSACAT00000006782.3","mRNA",560,0.10966144
"ENSACAT00000026311.1","mRNA",13,0.34624814
"ENSACAT00000000821.3","mRNA",9,0.49032181
"ENSACAT00000027450.1","mRNA",327,0.05160969
"ENSACAT00000001136.2","mRNA",343,0.187679185
"ENSACAT00000029892.1","mRNA",0,0.50000021
"ENSACAT00000001037.3","mRNA",2,0.76185121
"ENSACAT00000000932.3","mRNA",2943,0.07451189
"ENSACAT00000000858.3","mRNA",2,0.70081021
"ENSACAT00000023373.2","mRNA",0,0.50000021
"ENSACAT00000000818.2","mRNA",6,0.53414321
"ENSACAT00000000811.3","mRNA",8,0.37367501
"ENSACAT00000000506.2","mRNA",258,0.30456729
"ENSACAT00000000429.2","mRNA",12,0.33002066
"ENSACAT00000027619.1","mRNA",35,0.20215756
"ENSACAT00000000422.3","mRNA",148,0.07660806
"ENSACAT00000000387.3","mRNA",1000,0.08601759
"ENSACAT00000010779.3","mRNA",184,0.09037221
"ENSACAT00000010745.3","mRNA",2,0.68454521
"ENSACAT00000010945.3","mRNA",92,0.20557279
"ENSACAT00000010852.3","mRNA",37,0.22508571
"ENSACAT00000010815.2","mRNA",4,0.38535521
"ENSACAT00000009347.3","mRNA",2,0.57362021
"ENSACAT00000009118.3","mRNA",2,0.76185121
"ENSACAT00000009136.3","mRNA",214,0.114327065
"ENSACAT00000027480.2","mRNA",4,0.46266121
"ENSACAT00000013262.3","mRNA",3,0.47439431
"ENSACAT00000023542.2","mRNA",1,0.76185121
"ENSACAT00000023738.1","mRNA",0,0.50000021
"ENSACAT00000010547.2","mRNA",0,0.50000021
"ENSACAT00000009484.3","mRNA",570,0.11990784
"ENSACAT00000021230.2","mRNA",112,0.078559775
"ENSACAT00000003776.2","mRNA",40,0.13394141
"ENSACAT00000029253.1","mRNA",19,0.21693281
"ENSACAT00000029398.1","mRNA",8,0.41265981
"ENSACAT00000025033.1","mRNA",36,0.25612971
"ENSACAT00000027833.2","mRNA",43,0.40684581
"ENSACAT00000025525.1","mRNA",6,0.40691921
"ENSACAT00000003811.2","mRNA",9,0.45432449
"ENSACAT00000022105.1","mRNA",22,0.12481636
"ENSACAT00000027440.1","mRNA",55,0.16530426
"ENSACAT00000003891.2","mRNA",42,0.21007696
"ENSACAT00000003895.2","mRNA",12,0.42921206
"ENSACAT00000029268.1","mRNA",85,0.16923591
"ENSACAT00000016451.3","mRNA",3,0.60161881
"ENSACAT00000016620.2","mRNA",1035,0.15838716
"ENSACAT00000016642.3","mRNA",95,0.11254521
"ENSACAT00000016645.3","mRNA",194,0.14307386
"ENSACAT00000016463.3","mRNA",77,0.23909986
"ENSACAT00000029676.1","mRNA",0,0.50000021
"ENSACAT00000026389.2","mRNA",19,0.31083801
"ENSACAT00000026103.2","mRNA",19,0.31083801
"ENSACAT00000011933.3","mRNA",113,0.13783582
"ENSACAT00000011911.3","mRNA",13,0.31901981
"ENSACAT00000003692.3","mRNA",84,0.15677111
"ENSACAT00000003706.3","mRNA",6,0.27972921
"ENSACAT00000028613.1","mRNA",0,0.50000021
"ENSACAT00000005957.3","mRNA",107,0.12268801
"ENSACAT00000006363.2","mRNA",197,0.03533709
"ENSACAT00000005438.3","mRNA",650,0.045353585
"ENSACAT00000005443.2","mRNA",0,0.50000021
"ENSACAT00000005480.3","mRNA",281,0.24174545
"ENSACAT00000005537.3","mRNA",227,0.12028444
"ENSACAT00000006038.3","mRNA",457,0.083813875
"ENSACAT00000028987.1","mRNA",0,0.50000021
"ENSACAT00000006378.3","mRNA",0,0.50000021
"ENSACAT00000008284.3","mRNA",32,0.16591121
"ENSACAT00000008269.2","mRNA",196,0.04480421
"ENSACAT00000008257.3","mRNA",1827,0.07576335
"ENSACAT00000008193.3","mRNA",42,0.19268761
"ENSACAT00000008153.2","mRNA",14,0.41491361
"ENSACAT00000024186.2","mRNA",8,0.14939621
"ENSACAT00000008136.3","mRNA",143,0.07897866
"ENSACAT00000002873.2","mRNA",12,0.28765834
"ENSACAT00000010800.2","mRNA",2,0.66265981
"ENSACAT00000010871.3","mRNA",16,0.18454521
"ENSACAT00000011057.3","mRNA",3852,0.14255229
"ENSACAT00000011325.3","mRNA",865,0.13219835
"ENSACAT00000004079.2","mRNA",0,0.50000021
"ENSACAT00000004099.3","mRNA",2,0.81173521
"ENSACAT00000022432.1","mRNA",7,0.34504731
"ENSACAT00000004180.3","mRNA",120,0.107008695
"ENSACAT00000029599.1","mRNA",231,0.13331451
"ENSACAT00000004281.3","mRNA",236,0.13311326
"ENSACAT00000004295.2","mRNA",20,0.32217241
"ENSACAT00000001742.3","mRNA",50,0.21442881
"ENSACAT00000001355.3","mRNA",227,0.10078964
"ENSACAT00000002490.3","mRNA",4,0.36346981
"ENSACAT00000002386.2","mRNA",143,0.09866831
"ENSACAT00000002201.3","mRNA",418,0.11763956
"ENSACAT00000001909.2","mRNA",1415,0.10142784
"ENSACAT00000001498.3","mRNA",280,0.10143813
"ENSACAT00000029871.1","mRNA",0,0.50000021
"ENSACAT00000000836.3","mRNA",640,0.16117476
"ENSACAT00000008670.2","mRNA",8,0.33754381
"ENSACAT00000024639.2","mRNA",45,0.18893834
"ENSACAT00000004234.3","mRNA",5,0.60161881
"ENSACAT00000004267.2","mRNA",72,0.22439446
"ENSACAT00000030371.1","mRNA",128,0.23569949
"ENSACAT00000004258.2","mRNA",128,0.23569949
"ENSACAT00000030535.1","mRNA",66,0.16193469
"ENSACAT00000023490.1","mRNA",359,0.32358861
"ENSACAT00000030240.1","mRNA",0,0.50000021
"ENSACAT00000025060.2","mRNA",266,0.12901119
"ENSACAT00000023547.2","mRNA",283,0.11356234
"ENSACAT00000018022.3","mRNA",56,0.10908881
"ENSACAT00000018026.1","mRNA",28,0.18471631
"ENSACAT00000029713.1","mRNA",11,0.29749481
"ENSACAT00000008065.3","mRNA",7,0.54168771
"ENSACAT00000030828.1","mRNA",0,0.50000021
"ENSACAT00000007687.2","mRNA",0,0.50000021
"ENSACAT00000007693.3","mRNA",8,0.31173521
"ENSACAT00000007707.3","mRNA",83,0.26303619
"ENSACAT00000007719.2","mRNA",205,0.04465754
"ENSACAT00000007899.3","mRNA",672,0.02793557
"ENSACAT00000007929.3","mRNA",1476,0.281433245
"ENSACAT00000008095.3","mRNA",235,0.17091149
"ENSACAT00000008096.2","mRNA",0,0.50000021
"ENSACAT00000009005.3","mRNA",116,0.185034435
"ENSACAT00000008161.3","mRNA",321,0.06633408
"ENSACAT00000008933.3","mRNA",26,0.11239306
"ENSACAT00000008937.3","mRNA",12,0.28616381
"ENSACAT00000008941.2","mRNA",9,0.32932631
"ENSACAT00000026292.1","mRNA",1,0.70081021
"ENSACAT00000008942.3","mRNA",6,0.16880421
"ENSACAT00000008956.2","mRNA",1,0.76185121
"ENSACAT00000008997.2","mRNA",18,0.27757561
"ENSACAT00000026366.2","mRNA",75,0.11631451
"ENSACAT00000008202.3","mRNA",75,0.11631451
"ENSACAT00000008165.3","mRNA",10,0.39579101
"ENSACAT00000025115.1","mRNA",2,0.70081021
"ENSACAT00000004615.3","mRNA",2,0.76185121
"ENSACAT00000004533.3","mRNA",19,0.35982291
"ENSACAT00000004505.3","mRNA",608,0.04825769
"ENSACAT00000004365.3","mRNA",44,0.22183506
"ENSACAT00000024796.1","mRNA",6,0.39527301
"ENSACAT00000004337.2","mRNA",3002,0.130305105
"ENSACAT00000004293.1","mRNA",404,0.11074886
"ENSACAT00000004086.3","mRNA",48,0.25630044
"ENSACAT00000027132.1","mRNA",0,0.50000021
"ENSACAT00000013333.3","mRNA",20,0.21335381
"ENSACAT00000012551.3","mRNA",971,0.041341345
"ENSACAT00000013061.2","mRNA",2611,0.0990395
"ENSACAT00000012378.2","mRNA",17,0.25602801
"ENSACAT00000029878.1","mRNA",0,0.50000021
"ENSACAT00000012607.3","mRNA",300,0.135068395
"ENSACAT00000012767.2","mRNA",17,0.27278096
"ENSACAT00000012936.3","mRNA",430,0.08920874
"ENSACAT00000012981.3","mRNA",11012,0.193444515
"ENSACAT00000013081.3","mRNA",0,0.50000021
"ENSACAT00000013214.3","mRNA",203,0.097813205
"ENSACAT00000024980.2","mRNA",2,0.76185121
"ENSACAT00000011399.2","mRNA",21,0.18709791
"ENSACAT00000011420.2","mRNA",0,0.50000021
"ENSACAT00000027400.1","mRNA",16,0.34717241
"ENSACAT00000029855.1","mRNA",11,0.44944541
"ENSACAT00000011316.2","mRNA",6,0.24028621
"ENSACAT00000022366.2","mRNA",1,0.76185121
"ENSACAT00000011408.2","mRNA",0,0.50000021
"ENSACAT00000002380.3","mRNA",11,0.32889116
"ENSACAT00000006144.3","mRNA",13,0.15458571
"ENSACAT00000006262.2","mRNA",171,0.22819666
"ENSACAT00000022915.1","mRNA",8,0.40501759
"ENSACAT00000006226.3","mRNA",33,0.08232466
"ENSACAT00000006311.2","mRNA",914,0.10275689
"ENSACAT00000006315.2","mRNA",249,0.18443783
"ENSACAT00000006332.2","mRNA",387,0.10594108
"ENSACAT00000006342.3","mRNA",6,0.46799421
"ENSACAT00000006376.3","mRNA",53,0.16765636
"ENSACAT00000006428.3","mRNA",180,0.11799436
"ENSACAT00000006452.3","mRNA",214,0.13275439
"ENSACAT00000001885.2","mRNA",22,0.20995016
"ENSACAT00000011205.3","mRNA",100,0.07194001
"ENSACAT00000011468.2","mRNA",61,0.15235931
"ENSACAT00000001779.3","mRNA",70,0.15857951
"ENSACAT00000027417.2","mRNA",66,0.18801701
"ENSACAT00000027908.1","mRNA",17,0.15513296
"ENSACAT00000001866.2","mRNA",163,0.055105025
"ENSACAT00000001896.2","mRNA",36,0.38119654
"ENSACAT00000011086.2","mRNA",29,0.18400834
"ENSACAT00000011150.2","mRNA",0,0.50000021
"ENSACAT00000011308.3","mRNA",10,0.17520481
"ENSACAT00000011368.2","mRNA",3031,0.12215722
"ENSACAT00000011445.3","mRNA",795,0.078328155
"ENSACAT00000011537.2","mRNA",19,0.31653401
"ENSACAT00000011589.2","mRNA",704,0.41542828
"ENSACAT00000011104.3","mRNA",1140,0.10823519
"ENSACAT00000010961.3","mRNA",1578,0.046560875
"ENSACAT00000011101.3","mRNA",553,0.11081299
"ENSACAT00000011142.2","mRNA",1114,0.10771889
"ENSACAT00000011155.2","mRNA",1,0.76185121
"ENSACAT00000011493.2","mRNA",10,0.48535381
"ENSACAT00000007454.3","mRNA",16,0.30096981
"ENSACAT00000017004.3","mRNA",0,0.50000021
"ENSACAT00000007642.2","mRNA",1,0.70081021
"ENSACAT00000029781.1","mRNA",267,0.1396609
"ENSACAT00000011804.3","mRNA",59,0.22906689
"ENSACAT00000011510.3","mRNA",204,0.12972921
"ENSACAT00000008779.2","mRNA",333,0.134747045
"ENSACAT00000011588.2","mRNA",984,0.12880719
"ENSACAT00000027198.1","mRNA",17,0.19945576
"ENSACAT00000008106.2","mRNA",1,0.70081021
"ENSACAT00000025797.1","mRNA",0,0.50000021
"ENSACAT00000000599.3","mRNA",72,0.10772986
"ENSACAT00000012540.2","mRNA",1420,0.08612597
"ENSACAT00000012545.3","mRNA",123,0.08332719
"ENSACAT00000000228.3","mRNA",18,0.15717451
"ENSACAT00000000296.3","mRNA",6998,0.1371011
"ENSACAT00000000633.2","mRNA",4,0.63466121
"ENSACAT00000000661.3","mRNA",112,0.08984549
"ENSACAT00000029731.1","mRNA",102,0.26658246
"ENSACAT00000030746.1","mRNA",102,0.26658246
"ENSACAT00000000686.2","mRNA",917,0.22793908
"ENSACAT00000012156.3","mRNA",10,0.37358621
"ENSACAT00000012354.2","mRNA",415,0.085369865
"ENSACAT00000011542.3","mRNA",106,0.07732309
"ENSACAT00000022950.1","mRNA",0,0.50000021
"ENSACAT00000013619.2","mRNA",182,0.07502189
"ENSACAT00000013760.2","mRNA",103,0.07216321
"ENSACAT00000002735.3","mRNA",17,0.35960231
"ENSACAT00000002808.2","mRNA",44,0.08313141
"ENSACAT00000002810.3","mRNA",15,0.25712401
"ENSACAT00000029056.1","mRNA",76,0.33096496
"ENSACAT00000030192.1","mRNA",26,0.05135206
"ENSACAT00000025089.2","mRNA",6,0.50619801
"ENSACAT00000028242.2","mRNA",7,0.30926791
"ENSACAT00000022085.1","mRNA",18,0.14109531
"ENSACAT00000030701.1","mRNA",7,0.39261231
"ENSACAT00000017225.2","mRNA",5,0.33546981
"ENSACAT00000030838.1","mRNA",8,0.16265981
"ENSACAT00000013628.2","mRNA",133,0.06234231
"ENSACAT00000013200.3","mRNA",84,0.15897054
"ENSACAT00000013161.3","mRNA",18,0.37939671
"ENSACAT00000028954.1","mRNA",1261,0.23788354
"ENSACAT00000013314.3","mRNA",244,0.03630421
"ENSACAT00000013390.2","mRNA",2594,0.087667075
"ENSACAT00000013395.2","mRNA",12,0.28964771
"ENSACAT00000013397.2","mRNA",0,0.50000021
"ENSACAT00000013454.2","mRNA",3,0.81173521
"ENSACAT00000000857.3","mRNA",26,0.34727641
"ENSACAT00000001457.3","mRNA",137,0.109193575
"ENSACAT00000030585.1","mRNA",36,0.25969484
"ENSACAT00000001117.3","mRNA",907,0.03275929
"ENSACAT00000001361.3","mRNA",61,0.11910256
"ENSACAT00000030336.1","mRNA",2217,0.25622232
"ENSACAT00000001366.2","mRNA",4,0.51254521
"ENSACAT00000001017.3","mRNA",125,0.05579241
"ENSACAT00000022984.1","mRNA",303,0.19431716
"ENSACAT00000000921.3","mRNA",195,0.060251105
"ENSACAT00000000660.3","mRNA",287,0.15911039
"ENSACAT00000030390.1","mRNA",37,0.41524626
"ENSACAT00000006848.3","mRNA",3,0.46266121
"ENSACAT00000005037.3","mRNA",7,0.51254521
"ENSACAT00000024287.1","mRNA",34,0.11707016
"ENSACAT00000004733.2","mRNA",142,0.19099921
"ENSACAT00000004777.3","mRNA",107,0.07256421
"ENSACAT00000004868.3","mRNA",3780,0.111562645
"ENSACAT00000009527.2","mRNA",36,0.25631561
"ENSACAT00000009193.3","mRNA",729,0.08583954
"ENSACAT00000009207.3","mRNA",833,0.18913869
"ENSACAT00000009292.3","mRNA",4,0.27439621
"ENSACAT00000009372.3","mRNA",271,0.06796714
"ENSACAT00000009375.2","mRNA",0,0.50000021
"ENSACAT00000025828.2","mRNA",4,0.57358621
"ENSACAT00000009617.3","mRNA",1902,0.13405559
"ENSACAT00000009807.3","mRNA",1062,0.03413135
"ENSACAT00000000846.3","mRNA",1589,0.07499635
"ENSACAT00000001508.3","mRNA",83,0.13603666
"ENSACAT00000001448.3","mRNA",39,0.18022671
"ENSACAT00000000935.2","mRNA",0,0.50000021
"ENSACAT00000029814.1","mRNA",0,0.50000021
"ENSACAT00000000864.3","mRNA",17,0.43757076
"ENSACAT00000000523.3","mRNA",427,0.14383834
"ENSACAT00000000392.2","mRNA",272,0.17472259
"ENSACAT00000000302.3","mRNA",10,0.21335381
"ENSACAT00000000249.3","mRNA",6,0.36747671
"ENSACAT00000000244.2","mRNA",0,0.50000021
"ENSACAT00000000240.2","mRNA",0,0.50000021
"ENSACAT00000013914.3","mRNA",2,0.57362021
"ENSACAT00000013639.3","mRNA",49,0.23556626
"ENSACAT00000024458.1","mRNA",1145,0.082194825
"ENSACAT00000029597.1","mRNA",35,0.21725331
"ENSACAT00000013754.3","mRNA",91,0.20485261
"ENSACAT00000013792.3","mRNA",148,0.12030989
"ENSACAT00000012964.3","mRNA",858,0.07896159
"ENSACAT00000011830.3","mRNA",8,0.51528259
"ENSACAT00000029550.1","mRNA",0,0.50000021
"ENSACAT00000011884.2","mRNA",78,0.13148301
"ENSACAT00000011948.3","mRNA",77,0.16708931
"ENSACAT00000026044.1","mRNA",1396,0.113233065
"ENSACAT00000011648.2","mRNA",161,0.12320309
"ENSACAT00000011957.2","mRNA",529,0.04719283
"ENSACAT00000011519.3","mRNA",1315,0.05537879
"ENSACAT00000011529.2","mRNA",2,0.70081021
"ENSACAT00000011691.3","mRNA",570,0.06598518
"ENSACAT00000011772.3","mRNA",93,0.10281839
"ENSACAT00000011775.2","mRNA",7,0.25597371
"ENSACAT00000029796.1","mRNA",42,0.25331299
"ENSACAT00000012125.3","mRNA",14,0.33000911
"ENSACAT00000005983.3","mRNA",25,0.42113141
"ENSACAT00000028925.1","mRNA",2,0.66265981
"ENSACAT00000016808.3","mRNA",966,0.098412975
"ENSACAT00000029932.1","mRNA",4,0.43454521
"ENSACAT00000016844.3","mRNA",3,0.76185121
"ENSACAT00000016836.2","mRNA",1,0.90080881
"ENSACAT00000016828.3","mRNA",743,0.21365374
"ENSACAT00000023312.1","mRNA",2,0.66265981
"ENSACAT00000016821.2","mRNA",14,0.35933441
"ENSACAT00000000355.3","mRNA",7,0.56968681
"ENSACAT00000008538.2","mRNA",2552,0.127040335
"ENSACAT00000008559.3","mRNA",0,0.50000021
"ENSACAT00000008578.2","mRNA",0,0.50000021
"ENSACAT00000003693.1","mRNA",2,0.76185121
"ENSACAT00000017363.3","mRNA",16,0.21189621
"ENSACAT00000017403.3","mRNA",8,0.39861881
"ENSACAT00000017344.2","mRNA",103,0.30517299
"ENSACAT00000029887.1","mRNA",529,0.04075034
"ENSACAT00000017366.3","mRNA",0,0.50000021
"ENSACAT00000017384.2","mRNA",148,0.22804379
"ENSACAT00000029913.1","mRNA",0,0.50000021
"ENSACAT00000017393.3","mRNA",10,0.27442881
"ENSACAT00000000091.2","mRNA",9,0.44028531
"ENSACAT00000024509.1","mRNA",10,0.34639621
"ENSACAT00000025114.1","mRNA",11,0.40482769
"ENSACAT00000010843.3","mRNA",18,0.29584241
"ENSACAT00000027289.1","mRNA",12,0.44639621
